"recorte","unidade","termo","frequencia","grau","forca","intermediacao","comunidade"
"agg_nacional","article","inovacao",1426,13,7.048,32,2
"agg_nacional","article","tecnologia",1389,13,7.121,60,2
"agg_nacional","article","desenvolvimento",1236,13,6.916,25,2
"agg_nacional","article","projeto",766,10,4.943,20,2
"agg_nacional","article","atividades",731,11,5.369,11,2
"agg_nacional","article","empresas",679,11,5.341,13,2
"agg_nacional","article","recursos",650,7,3.361,7,2
"agg_nacional","article","tecnologica",648,9,4.767,0,2
"agg_nacional","article","financiamento",609,5,2.365,0,2
"agg_nacional","article","servicos",536,4,1.875,20,2
"agg_nacional","article","ciencia",510,6,3.17,1,2
"agg_nacional","article","entidades",496,4,1.78,0,2
"agg_nacional","article","instituicao",482,6,2.667,0,2
"agg_nacional","article","apoio",450,6,2.829,4,2
"agg_nacional","article","transferencia",439,4,1.827,39,1
"agg_nacional","article","fomento",416,4,1.796,0,2
"agg_nacional","article","tecnologico",402,6,2.956,0,2
"agg_nacional","article","icts",394,4,1.768,0,2
"agg_nacional","article","direito",384,1,0.447,0,1
"agg_nacional","article","execucao",346,1,0.437,0,2
"agg_nacional","article","intelectual",327,1,0.443,0,1
"agg_nacional","article","produtos",323,1,0.521,0,2
"agg_federal","article","medida",105,6,3.28,6,3
"agg_federal","article","provisoria",102,6,3.277,18,3
"agg_federal","article","pessoa",99,11,4.533,13,2
"agg_federal","article","juridica",96,10,4.187,14,2
"agg_federal","article","regulamento",88,5,1.658,9,1
"agg_federal","article","incluido",81,5,2.417,6,3
"agg_federal","article","tecnologia",79,7,3.128,42,1
"agg_federal","article","vide",75,6,2.014,25,3
"agg_federal","article","contribuicao",73,7,3.1,14,2
"agg_federal","article","receita",72,11,4.195,62,2
"agg_federal","article","desenvolvimento",68,4,1.994,0,1
"agg_federal","article","cento",67,11,4.024,39,2
"agg_federal","article","aplica",64,5,1.637,25,2
"agg_federal","article","cofins",62,7,3.075,18,2
"agg_federal","article","inovacao",62,3,1.691,0,1
"agg_federal","article","revogado",62,4,1.88,0,3
"agg_federal","article","produtos",58,1,0.331,0,2
"agg_federal","article","valor",56,3,0.934,0,2
"agg_federal","article","contribuies",55,3,1.072,0,2
"agg_federal","article","servicos",53,8,3.12,42,2
"agg_federal","article","vigorar",53,1,0.368,0,3
"agg_federal","article","partir",52,1,0.303,0,2
"agg_federal","article","bens",48,5,1.978,0,2
"agg_federal","article","venda",48,9,3.873,43,2
"agg_federal","article","podero",46,1,0.294,0,1
"agg_estadual","article","tecnologia",984,11,6.624,47,1
"agg_estadual","article","inovacao",960,12,6.997,40,1
"agg_estadual","article","desenvolvimento",826,12,6.837,24,1
"agg_estadual","article","atividades",545,11,5.722,25,1
"agg_estadual","article","tecnologica",524,9,5.07,0,1
"agg_estadual","article","projeto",498,12,6.188,28,1
"agg_estadual","article","empresas",485,11,5.653,14,1
"agg_estadual","article","recursos",471,9,4.397,3,1
"agg_estadual","article","financiamento",419,5,2.467,0,1
"agg_estadual","article","ciencia",389,6,3.343,1,1
"agg_estadual","article","apoio",370,8,4.185,27,1
"agg_estadual","article","instituicao",367,7,3.319,0,1
"agg_estadual","article","icts",346,4,1.939,0,1
"agg_estadual","article","servicos",337,1,0.482,0,1
"agg_estadual","article","transferencia",321,2,1.027,20,1
"agg_estadual","article","tecnologico",316,7,3.626,0,1
"agg_estadual","article","fomento",313,3,1.471,1,1
"agg_estadual","article","entidades",311,3,1.398,0,1
"agg_estadual","article","direito",288,1,0.486,0,1
"agg_estadual","article","estimulo",271,1,0.51,0,1
"agg_estadual","article","intelectual",262,1,0.892,0,2
"agg_estadual","article","execucao",258,2,0.912,0,1
"agg_estadual","article","fundacao",249,1,0.633,0,1
"agg_estadual","article","propriedade",229,1,0.892,0,2
"agg_municipal","article","inovacao",404,15,7.126,61,1
"agg_municipal","article","desenvolvimento",342,14,6.721,40,1
"agg_municipal","article","tecnologia",326,13,6.45,19,1
"agg_municipal","article","projeto",232,7,3.275,19,1
"agg_municipal","article","financiamento",157,7,3.122,3,1
"agg_municipal","article","entidades",156,6,2.448,0,1
"agg_municipal","article","empresas",154,10,4.396,0,1
"agg_municipal","article","atividades",148,8,3.448,0,1
"agg_municipal","article","servicos",146,9,4.001,19,1
"agg_municipal","article","meio",145,3,1.212,0,1
"agg_municipal","article","recursos",144,6,2.85,17,1
"agg_municipal","article","tecnologica",124,10,4.663,0,1
"agg_municipal","article","instituicao",115,5,2.078,0,1
"agg_municipal","article","programa",114,1,0.457,0,2
"agg_municipal","article","ciencia",99,8,3.788,2,1
"agg_municipal","article","empreendedorismo",98,6,2.645,0,1
"agg_municipal","article","transferencia",89,2,0.904,0,1
"agg_municipal","article","execucao",88,1,0.414,0,1
"agg_municipal","article","tecnologico",86,5,2.195,0,1
"agg_municipal","article","conselho",83,1,0.426,0,1
"agg_municipal","article","produtos",83,1,0.585,0,1
"agg_municipal","article","sandbox",83,1,0.457,0,2
"agg_municipal","article","fomento",82,1,0.4,0,1
"reg_norte","article","tecnologia",211,12,7.377,74,2
"reg_norte","article","inovacao",190,10,6.119,12,2
"reg_norte","article","desenvolvimento",173,11,6.654,43,2
"reg_norte","article","tecnologica",118,6,3.805,0,2
"reg_norte","article","atividades",103,14,7.329,36,2
"reg_norte","article","empresas",101,10,5.266,27,2
"reg_norte","article","ciencia",99,9,5.131,3,2
"reg_norte","article","projeto",99,12,6.227,47,2
"reg_norte","article","instituicao",89,6,3.177,0,2
"reg_norte","article","financiamento",87,2,1.091,0,2
"reg_norte","article","recursos",81,3,1.559,3,2
"reg_norte","article","direito",79,5,2.66,15,2
"reg_norte","article","servicos",64,3,1.485,0,2
"reg_norte","article","tecnologico",63,4,2.196,0,2
"reg_norte","article","transferencia",63,3,1.485,44,1
"reg_norte","article","fomento",60,4,2.035,1,2
"reg_norte","article","apoio",59,8,4.137,32,2
"reg_norte","article","estimulo",54,2,0.967,0,2
"reg_norte","article","intelectual",53,2,1.387,23,1
"reg_norte","article","icts",52,2,1.043,0,2
"reg_norte","article","processos",52,5,2.485,0,2
"reg_norte","article","meio",51,2,0.945,0,2
"reg_norte","article","processo",49,1,0.508,0,2
"reg_norte","article","propriedade",49,1,0.903,0,1
"reg_norte","article","privado",48,3,1.663,8,2
"reg_nordeste","article","inovacao",390,12,7.255,30,1
"reg_nordeste","article","tecnologia",389,12,7.314,27,1
"reg_nordeste","article","desenvolvimento",339,12,7.013,50,1
"reg_nordeste","article","atividades",259,10,5.367,9,3
"reg_nordeste","article","recursos",235,9,4.667,20,3
"reg_nordeste","article","projeto",228,13,6.921,22,3
"reg_nordeste","article","tecnologica",209,10,5.695,3,1
"reg_nordeste","article","empresas",201,12,6.356,26,1
"reg_nordeste","article","apoio",196,8,4.391,11,3
"reg_nordeste","article","icts",187,3,1.501,0,3
"reg_nordeste","article","financiamento",184,5,2.562,0,1
"reg_nordeste","article","fundacao",166,2,1.215,0,3
"reg_nordeste","article","instituicao",160,4,1.931,0,3
"reg_nordeste","article","ciencia",154,5,2.799,0,1
"reg_nordeste","article","fomento",144,1,0.512,0,1
"reg_nordeste","article","transferencia",140,3,1.525,0,1
"reg_nordeste","article","tecnologico",138,7,3.768,0,1
"reg_nordeste","article","execucao",130,1,0.487,0,3
"reg_nordeste","article","estimulo",129,6,3.023,0,3
"reg_nordeste","article","entidades",127,3,1.462,20,2
"reg_nordeste","article","intelectual",108,1,0.479,0,1
"reg_nordeste","article","direito",104,1,0.472,0,2
"reg_centro_oeste","article","inovacao",166,14,8.119,34,1
"reg_centro_oeste","article","tecnologia",154,10,6.121,28,1
"reg_centro_oeste","article","desenvolvimento",125,11,6.553,15,1
"reg_centro_oeste","article","atividades",80,9,5.034,10,1
"reg_centro_oeste","article","empresas",76,10,5.667,25,1
"reg_centro_oeste","article","projeto",73,12,6.651,32,1
"reg_centro_oeste","article","tecnologica",70,11,6.222,20,1
"reg_centro_oeste","article","entidades",67,5,2.734,1,1
"reg_centro_oeste","article","icts",65,7,3.855,2,1
"reg_centro_oeste","article","servicos",65,4,2.069,0,1
"reg_centro_oeste","article","recursos",64,7,3.747,7,1
"reg_centro_oeste","article","financiamento",61,7,3.747,20,1
"reg_centro_oeste","article","transferencia",61,4,2.157,20,1
"reg_centro_oeste","article","tecnologico",52,7,3.881,0,1
"reg_centro_oeste","article","fomento",51,3,1.662,0,1
"reg_centro_oeste","article","apoio",49,5,2.723,1,1
"reg_centro_oeste","article","ciencia",49,6,3.258,1,1
"reg_centro_oeste","article","instituicao",49,2,1.001,0,1
"reg_centro_oeste","article","meio",49,1,0.573,0,1
"reg_centro_oeste","article","intelectual",48,1,0.913,0,2
"reg_centro_oeste","article","estimulo",44,1,0.51,0,1
"reg_centro_oeste","article","propriedade",42,1,0.913,0,2
"reg_centro_oeste","article","direito",39,1,0.547,0,1
"reg_centro_oeste","article","execucao",37,1,0.539,0,1
"reg_sudeste","article","tecnologia",111,10,5.532,34,2
"reg_sudeste","article","inovacao",91,9,4.929,15,2
"reg_sudeste","article","desenvolvimento",84,12,6.205,45,2
"reg_sudeste","article","tecnologica",60,9,4.608,21,2
"reg_sudeste","article","atividades",50,11,5.376,22,4
"reg_sudeste","article","financiamento",50,7,3.488,25,4
"reg_sudeste","article","recursos",50,5,2.273,0,4
"reg_sudeste","article","empresas",48,10,4.615,21,2
"reg_sudeste","article","projeto",47,12,5.552,9,4
"reg_sudeste","article","ciencia",36,8,3.853,0,2
"reg_sudeste","article","apoio",31,5,2.392,4,4
"reg_sudeste","article","direito",31,5,2.271,17,1
"reg_sudeste","article","transferencia",27,2,0.856,0,3
"reg_sudeste","article","instituicao",26,1,0.405,0,2
"reg_sudeste","article","intelectual",26,4,2.301,12,3
"reg_sudeste","article","tecnologico",26,6,2.891,0,2
"reg_sudeste","article","entidades",24,1,0.421,0,2
"reg_sudeste","article","propriedade",24,2,1.397,0,3
"reg_sudeste","article","fomento",23,3,1.451,0,4
"reg_sudeste","article","processo",23,8,3.572,32,2
"reg_sudeste","article","seja",22,2,0.849,1,1
"reg_sudeste","article","empresa",21,2,0.866,3,1
"reg_sudeste","article","produtos",21,6,2.811,0,4
"reg_sul","article","inovacao",123,11,6.416,39,2
"reg_sul","article","tecnologia",119,11,6.502,74,2
"reg_sul","article","desenvolvimento",105,11,6.357,28,2
"reg_sul","article","tecnologica",67,7,4.133,0,2
"reg_sul","article","empresas",59,12,6.203,41,2
"reg_sul","article","atividades",53,13,6.725,19,2
"reg_sul","article","ciencia",51,6,3.53,0,2
"reg_sul","article","projeto",51,9,4.726,39,2
"reg_sul","article","instituicao",43,7,3.417,0,2
"reg_sul","article","servicos",43,4,2.117,2,2
"reg_sul","article","recursos",41,7,3.544,19,2
"reg_sul","article","financiamento",37,4,1.96,0,2
"reg_sul","article","tecnologico",37,3,1.715,0,2
"reg_sul","article","apoio",35,8,4.105,4,2
"reg_sul","article","direito",35,1,0.604,0,1
"reg_sul","article","fomento",35,3,1.592,0,2
"reg_sul","article","entidades",34,3,1.522,3,2
"reg_sul","article","execucao",34,1,0.485,0,2
"reg_sul","article","icts",33,7,3.534,6,2
"reg_sul","article","processos",31,3,1.644,0,2
"reg_sul","article","transferencia",30,3,1.602,43,1
"reg_sul","article","instrumentos",28,3,1.553,4,2
"reg_sul","article","privadas",28,2,0.975,0,2
"reg_sul","article","intelectual",27,1,0.492,0,1
"lei_01","article","inovacao",87,11,6.978,10,1
"lei_01","article","tecnologia",84,10,6.498,45,1
"lei_01","article","desenvolvimento",81,15,9.293,70,1
"lei_01","article","atividades",50,10,5.975,17,1
"lei_01","article","financiamento",50,1,0.566,0,1
"lei_01","article","projeto",49,10,5.83,56,1
"lei_01","article","recursos",49,2,1.108,0,1
"lei_01","article","empresas",44,10,5.959,27,2
"lei_01","article","tecnologica",41,5,3.253,0,1
"lei_01","article","ciencia",40,5,3.124,0,1
"lei_01","article","servicos",39,4,2.403,4,2
"lei_01","article","icts",38,6,3.683,0,1
"lei_01","article","entidades",37,2,1.085,0,1
"lei_01","article","direito",35,7,3.938,19,1
"lei_01","article","instituicao",35,3,1.684,0,1
"lei_01","article","acre",32,2,1.154,0,1
"lei_01","article","transferencia",32,2,1.123,1,2
"lei_01","article","processos",31,6,3.685,13,2
"lei_01","article","fomento",30,8,4.728,5,1
"lei_01","article","produtos",30,3,2.003,0,2
"lei_01","article","tecnologico",30,8,4.618,4,1
"lei_01","article","apoio",29,7,4.117,6,1
"lei_01","article","meio",28,1,0.594,0,1
"lei_01","article","estimulo",27,2,1.165,0,2
"lei_02","article","tecnologia",34,12,8.096,8,2
"lei_02","article","inovacao",31,14,9.181,57,2
"lei_02","article","desenvolvimento",26,14,9.369,63,2
"lei_02","article","alagoas",25,9,6.234,11,2
"lei_02","article","gabinete",19,8,5.118,1,2
"lei_02","article","recursos",19,4,2.516,24,3
"lei_02","article","financiamento",18,3,1.862,0,3
"lei_02","article","atividades",16,7,4.486,0,2
"lei_02","article","projeto",16,9,5.463,18,2
"lei_02","article","meio",15,6,3.818,18,2
"lei_02","article","empresas",14,11,6.942,23,2
"lei_02","article","instituicao",13,2,1.171,0,2
"lei_02","article","tecnologica",13,8,5.132,27,2
"lei_02","article","tecnologico",13,6,3.858,1,2
"lei_02","article","ciencia",12,5,3.092,0,2
"lei_02","article","fundecti",12,1,0.662,0,3
"lei_02","article","fapeal",11,1,0.603,0,2
"lei_02","article","fomento",10,3,1.753,0,2
"lei_02","article","servicos",10,2,1.322,0,2
"lei_02","article","transferencia",10,3,1.838,10,1
"lei_02","article","contratos",9,4,2.408,24,1
"lei_02","article","icts",9,5,3.087,22,2
"lei_02","article","promover",9,2,1.23,0,2
"lei_02","article","direito",8,1,0.589,0,1
"lei_03","article","tecnologia",21,8,5.955,97,1
"lei_03","article","desenvolvimento",16,5,3.547,33,1
"lei_03","article","inovacao",15,5,3.787,0,1
"lei_03","article","ciencia",14,6,4.684,7,1
"lei_03","article","tecnologica",14,7,5.242,21,1
"lei_03","article","amazonas",13,10,7.331,120,2
"lei_03","article","institui",11,8,5.7,24,1
"lei_03","article","atividades",10,4,2.794,0,1
"lei_03","article","instituicao",10,7,4.853,54,1
"lei_03","article","projeto",10,4,2.834,32,1
"lei_03","article","direito",9,3,2.197,4,1
"lei_03","article","assembleia",8,8,7.397,0,2
"lei_03","article","intelectual",8,2,1.671,0,1
"lei_03","article","legislativa",8,8,7.397,0,2
"lei_03","article","propriedade",8,2,1.671,0,1
"lei_03","article","antiga",7,8,7.605,0,2
"lei_03","article","cria",7,1,0.717,0,1
"lei_03","article","empresas",7,2,1.463,1,1
"lei_03","article","estimulo",7,2,1.401,0,1
"lei_03","article","fone",7,8,7.605,0,2
"lei_03","article","manaus",7,8,7.605,0,2
"lei_03","article","monteiro",7,8,7.605,0,2
"lei_03","article","parque",7,8,7.605,0,2
"lei_03","article","recife",7,8,7.605,0,2
"lei_04","article","tecnologia",43,14,8.469,89,2
"lei_04","article","inovacao",38,11,6.537,15,2
"lei_04","article","desenvolvimento",30,12,6.879,27,2
"lei_04","article","empresas",27,15,8.452,89,3
"lei_04","article","tecnologica",21,7,3.925,11,2
"lei_04","article","governo",18,7,3.841,3,2
"lei_04","article","ciencia",17,9,4.946,5,2
"lei_04","article","meio",16,7,3.876,0,2
"lei_04","article","projeto",16,5,2.779,1,2
"lei_04","article","instituicao",15,5,2.701,0,2
"lei_04","article","transferencia",12,5,2.694,45,1
"lei_04","article","atividades",11,6,3.086,12,2
"lei_04","article","financiamento",11,6,3.155,9,3
"lei_04","article","tecnologico",11,6,3.335,1,2
"lei_04","article","direito",10,4,2.075,9,1
"lei_04","article","privadas",10,3,1.577,0,2
"lei_04","article","instrumento",9,1,0.481,0,1
"lei_04","article","instrumentos",9,1,0.487,0,2
"lei_04","article","intelectual",9,1,0.577,0,1
"lei_04","article","recursos",9,3,1.588,2,3
"lei_04","article","servicos",9,3,1.577,1,3
"lei_04","article","tecnologicos",9,3,1.551,0,2
"lei_04","article","base",8,2,0.999,0,2
"lei_04","article","fomento",8,2,1.009,0,3
"lei_04","article","inovadoras",8,2,0.948,0,3
"lei_05","article","inovacao",79,11,6.913,23,1
"lei_05","article","tecnologia",74,12,7.22,23,1
"lei_05","article","icts",70,10,5.528,7,2
"lei_05","article","apoio",61,9,5.354,11,2
"lei_05","article","atividades",59,10,5.621,3,1
"lei_05","article","recursos",59,9,5.012,2,2
"lei_05","article","desenvolvimento",58,14,7.942,41,1
"lei_05","article","fundacao",55,5,3.068,0,2
"lei_05","article","projeto",53,12,7.012,26,2
"lei_05","article","empresas",41,9,5.108,13,1
"lei_05","article","tecnologica",41,10,5.764,20,1
"lei_05","article","servicos",38,1,0.488,0,1
"lei_05","article","fomento",35,2,1.092,0,1
"lei_05","article","ciencia",34,3,1.806,0,1
"lei_05","article","financiamento",34,3,1.583,0,1
"lei_05","article","execucao",30,4,2.038,0,2
"lei_05","article","estimulo",29,7,3.608,0,2
"lei_05","article","transferencia",28,3,1.638,0,1
"lei_05","article","entidades",25,1,0.499,0,1
"lei_05","article","gestao",25,2,1.007,0,2
"lei_05","article","intelectual",22,3,1.559,0,1
"lei_06","article","inovacao",55,13,7.743,62,2
"lei_06","article","desenvolvimento",49,12,7.202,33,2
"lei_06","article","tecnologia",46,14,8.337,62,2
"lei_06","article","atividades",32,3,1.561,0,2
"lei_06","article","icts",32,5,2.674,13,3
"lei_06","article","projeto",30,7,4.068,22,3
"lei_06","article","empresas",27,11,6.146,28,1
"lei_06","article","recursos",27,7,3.819,21,1
"lei_06","article","apoio",26,7,4.036,22,3
"lei_06","article","fundacao",26,2,1.345,0,3
"lei_06","article","financiamento",24,3,1.66,2,1
"lei_06","article","tecnologica",24,5,3.142,0,2
"lei_06","article","fomento",23,2,1.073,0,2
"lei_06","article","instituicao",22,3,1.522,2,2
"lei_06","article","servicos",22,2,1.087,0,2
"lei_06","article","execucao",18,4,2.121,6,3
"lei_06","article","tecnologico",18,6,3.481,2,2
"lei_06","article","ciencia",17,6,3.306,1,2
"lei_06","article","estimulo",17,5,2.652,7,2
"lei_06","article","transferencia",17,3,1.627,7,1
"lei_06","article","cear",15,5,2.704,0,2
"lei_06","article","meio",15,4,2.101,2,1
"lei_06","article","contratos",14,2,1.081,1,3
"lei_06","article","entidades",14,4,2.142,0,1
"lei_06","article","gestao",14,5,2.632,7,1
"lei_07","article","inovacao",19,10,7.966,5,1
"lei_07","article","tecnologia",19,9,7.277,2,1
"lei_07","article","distrital",18,12,9.353,9,1
"lei_07","article","distrito",18,13,9.898,13,1
"lei_07","article","desenvolvimento",15,12,9.063,3,1
"lei_07","article","projeto",15,8,5.813,0,1
"lei_07","article","servicos",14,10,7.423,1,1
"lei_07","article","sistema",12,9,6.988,4,1
"lei_07","article","empresas",11,12,8.744,3,1
"lei_07","article","tecnologicos",10,12,9.225,13,1
"lei_07","article","ciencia",9,5,3.615,0,1
"lei_07","article","entidades",9,4,2.888,0,1
"lei_07","article","financiamento",9,2,1.396,0,1
"lei_07","article","tecnologica",9,6,4.352,0,1
"lei_07","article","tecnologico",9,8,6.024,0,1
"lei_07","article","atividades",8,6,4.453,3,1
"lei_07","article","outros",7,1,0.772,0,2
"lei_07","article","apoio",6,1,0.772,0,2
"lei_08","article","tecnologia",23,8,4.68,27,2
"lei_08","article","desenvolvimento",22,11,6.032,32,2
"lei_08","article","atividades",20,12,6.792,90,2
"lei_08","article","ictes",20,6,3.416,1,2
"lei_08","article","inovacao",20,9,4.968,30,2
"lei_08","article","financiamento",14,11,5.23,119,2
"lei_08","article","empresas",13,6,3.062,0,2
"lei_08","article","projeto",13,8,4.083,15,2
"lei_08","article","direito",12,7,3.63,14,2
"lei_08","article","ciencia",11,5,2.719,0,2
"lei_08","article","criao",11,4,2.079,0,2
"lei_08","article","dispositivo",11,6,3.799,62,3
"lei_08","article","recursos",11,5,2.561,48,1
"lei_08","article","maro",10,6,3.734,0,3
"lei_08","article","revogado",10,6,3.734,0,3
"lei_08","article","apoio",9,3,1.503,0,2
"lei_08","article","instituies",9,4,1.882,4,1
"lei_08","article","entidades",8,3,1.539,24,1
"lei_08","article","esprito",8,4,2.321,0,3
"lei_08","article","incluido",8,3,1.864,0,3
"lei_08","article","regulamento",8,1,0.442,0,2
"lei_08","article","santo",8,4,2.321,0,3
"lei_08","article","aprovao",7,1,0.535,0,1
"lei_08","article","captulo",7,2,0.93,0,2
"lei_08","article","empresa",7,3,1.444,0,2
"lei_08","article","execuo",7,2,1.077,0,2
"lei_09","article","inovacao",56,15,8.194,70,2
"lei_09","article","tecnologia",53,15,8.347,86,2
"lei_09","article","desenvolvimento",46,9,5.368,24,2
"lei_09","article","empresas",27,5,2.669,0,2
"lei_09","article","atividades",26,10,5.364,23,2
"lei_09","article","icts",23,6,3.262,7,2
"lei_09","article","intelectual",23,5,2.999,6,1
"lei_09","article","projeto",22,9,4.859,25,2
"lei_09","article","propriedade",22,3,1.978,0,1
"lei_09","article","tecnologica",21,7,3.81,1,2
"lei_09","article","transferencia",21,4,2.2,23,1
"lei_09","article","fomento",20,7,3.612,0,2
"lei_09","article","recursos",20,5,2.478,1,2
"lei_09","article","tecnologico",20,11,5.797,46,2
"lei_09","article","meio",19,2,1.01,0,2
"lei_09","article","apoio",18,8,4.161,6,2
"lei_09","article","servicos",18,1,0.539,0,2
"lei_09","article","entidades",17,2,0.979,0,2
"lei_09","article","instituicao",17,5,2.493,0,2
"lei_09","article","ciencia",15,5,2.593,0,2
"lei_09","article","estimulo",15,1,0.487,0,2
"lei_09","article","financiamento",15,2,1.029,1,2
"lei_09","article","ambiente",14,1,0.478,0,2
"lei_09","article","base",14,1,0.496,0,2
"lei_09","article","direito",13,1,0.567,0,1
"lei_10","article","inovacao",33,14,8.538,39,1
"lei_10","article","desenvolvimento",32,14,8.401,41,1
"lei_10","article","tecnologia",32,9,5.724,18,1
"lei_10","article","maranh",26,9,6.535,8,1
"lei_10","article","atividades",22,8,4.757,23,1
"lei_10","article","assembleia",21,7,5.524,0,1
"lei_10","article","diretoria",21,7,5.524,0,1
"lei_10","article","instalada",21,7,5.524,0,1
"lei_10","article","legislativa",21,7,5.524,0,1
"lei_10","article","icts",20,5,3.008,4,1
"lei_10","article","recursos",19,5,2.823,1,1
"lei_10","article","projeto",18,9,5.378,6,1
"lei_10","article","transferencia",18,3,1.797,0,1
"lei_10","article","empresas",17,6,3.56,0,1
"lei_10","article","financiamento",17,4,2.329,0,1
"lei_10","article","tecnologica",16,10,5.948,19,1
"lei_10","article","regulamento",15,1,0.653,0,2
"lei_10","article","intelectual",14,1,0.614,0,1
"lei_10","article","apoio",13,5,2.915,3,1
"lei_10","article","execucao",13,1,0.545,0,1
"lei_10","article","tecnologico",13,5,3,0,1
"lei_10","article","estimulo",12,2,1.122,0,1
"lei_10","article","direito",11,1,0.653,0,2
"lei_11","article","tecnologia",21,9,5.072,31,2
"lei_11","article","desenvolvimento",19,11,6.116,27,2
"lei_11","article","financiamento",15,2,1.074,44,1
"lei_11","article","inovacao",15,9,5.221,14,2
"lei_11","article","fiit",14,1,0.617,0,1
"lei_11","article","recursos",14,2,1.169,23,1
"lei_11","article","tecnologica",14,11,6.289,53,2
"lei_11","article","projeto",12,7,4.276,67,2
"lei_11","article","empresas",9,11,6.275,11,2
"lei_11","article","atividades",7,6,3.167,0,2
"lei_11","article","direito",7,8,4.642,46,2
"lei_11","article","ebts",7,4,2.324,0,2
"lei_11","article","instituicao",7,10,5.741,44,2
"lei_11","article","intelectual",7,7,4.15,17,2
"lei_11","article","observado",7,1,0.507,0,2
"lei_11","article","processos",7,7,4.446,12,2
"lei_11","article","produtos",7,5,3.429,7,2
"lei_11","article","propriedade",7,7,4.15,17,2
"lei_11","article","ambito",6,6,3.386,0,2
"lei_11","article","ictmgs",6,4,2.269,23,2
"lei_11","article","incentivo",6,3,1.735,0,2
"lei_11","article","inventor",6,3,1.665,12,2
"lei_11","article","transferencia",6,1,0.5,0,2
"lei_11","article","base",5,3,1.562,4,2
"lei_11","article","cada",5,2,1.183,23,2
"lei_12","article","inovacao",54,11,6.586,35,2
"lei_12","article","tecnologia",48,10,6.109,45,1
"lei_12","article","desenvolvimento",37,12,6.936,27,2
"lei_12","article","entidades",30,13,7.186,56,2
"lei_12","article","atividades",24,5,2.799,0,2
"lei_12","article","financiamento",24,9,5.129,28,2
"lei_12","article","icts",23,8,4.486,4,2
"lei_12","article","recursos",23,5,2.726,4,2
"lei_12","article","empresas",22,6,3.424,5,2
"lei_12","article","projeto",20,7,3.848,0,2
"lei_12","article","tecnologica",20,7,4.129,10,1
"lei_12","article","grosso",18,4,2.701,0,1
"lei_12","article","mato",18,4,2.701,0,1
"lei_12","article","transferencia",17,6,3.233,3,2
"lei_12","article","meio",16,4,2.306,2,2
"lei_12","article","tecnologico",16,6,3.616,7,1
"lei_12","article","direta",15,3,2.012,5,2
"lei_12","article","estimulo",15,3,1.667,6,2
"lei_12","article","instrumentos",15,1,0.566,0,2
"lei_12","article","ciencia",14,7,4.038,3,1
"lei_12","article","indireta",14,2,1.503,0,2
"lei_12","article","privadas",14,3,1.661,2,2
"lei_12","article","servicos",14,4,2.325,3,1
"lei_13","article","inovacao",37,8,5.337,114,1
"lei_13","article","tecnologia",34,6,4.206,30,1
"lei_13","article","desenvolvimento",27,8,5.209,18,1
"lei_13","article","atividades",22,7,4.52,4,1
"lei_13","article","tecnologica",20,8,5.277,27,1
"lei_13","article","grosso",19,7,5.799,85,2
"lei_13","article","mato",19,7,5.799,85,2
"lei_13","article","servicos",19,6,4.957,0,2
"lei_13","article","transferencia",17,4,2.473,13,1
"lei_13","article","empresas",16,8,4.996,33,1
"lei_13","article","projeto",16,9,5.885,34,1
"lei_13","article","recursos",16,9,5.793,19,1
"lei_13","article","secretaria",16,6,5.33,0,2
"lei_13","article","assembleia",14,6,5.511,0,2
"lei_13","article","legislativa",14,6,5.511,0,2
"lei_13","article","legislativos",14,6,5.511,0,2
"lei_13","article","direito",13,2,1.191,1,1
"lei_13","article","financiamento",13,4,2.474,3,1
"lei_13","article","fomento",13,1,0.615,0,1
"lei_13","article","icts",13,6,3.954,24,1
"lei_13","article","ciencia",11,1,0.607,0,1
"lei_13","article","entidades",11,4,2.397,8,1
"lei_13","article","execucao",11,6,3.713,0,1
"lei_13","article","apoio",10,5,3.431,0,1
"lei_14","article","tecnologia",36,11,6.79,23,1
"lei_14","article","inovacao",30,10,6.092,10,1
"lei_14","article","desenvolvimento",26,11,6.769,50,1
"lei_14","article","tecnologica",23,8,4.791,0,1
"lei_14","article","ciencia",17,9,5.393,22,1
"lei_14","article","atividades",15,9,4.823,15,1
"lei_14","article","direito",15,2,1.088,0,1
"lei_14","article","instituicao",15,8,4.38,16,1
"lei_14","article","projeto",13,5,2.578,10,2
"lei_14","article","apoio",12,9,4.878,30,2
"lei_14","article","empresas",12,6,3.12,0,1
"lei_14","article","tecnologico",12,7,4.135,8,1
"lei_14","article","economicos",11,3,1.511,0,1
"lei_14","article","recursos",11,4,2.278,2,2
"lei_14","article","estimulo",10,5,2.727,2,1
"lei_14","article","privado",10,8,4.223,18,1
"lei_14","article","financiamento",9,3,1.565,0,2
"lei_14","article","processo",9,7,3.639,2,1
"lei_14","article","voltadas",9,6,3.09,2,1
"lei_14","article","conforme",8,1,0.555,0,1
"lei_14","article","execucao",8,4,2.182,2,2
"lei_14","article","fomento",8,4,2.193,1,2
"lei_15","article","tecnologia",41,13,7.828,56,1
"lei_15","article","inovacao",37,15,8.736,54,2
"lei_15","article","desenvolvimento",35,11,6.467,20,2
"lei_15","article","atividades",32,9,5.168,6,2
"lei_15","article","projeto",29,10,5.759,7,2
"lei_15","article","recursos",24,8,4.348,0,2
"lei_15","article","icts",23,5,2.691,0,3
