"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"lei_48","article","desenvolvimento","florian",16,0.549
"lei_48","article","desenvolvimento","opolis",16,0.549
"lei_48","article","inovacao","economico",18,0.545
"lei_48","article","inovacao","sustentabilidade",21,0.541
"lei_48","article","inovacao","incentivo",15,0.537
"lei_48","article","inovacao","projeto",20,0.534
"lei_48","article","projeto","fundo",13,0.522
"lei_48","article","inovacao","fundo",18,0.52
"lei_48","article","sistema","empresas",7,0.519
"lei_48","article","sistema","arranjos",6,0.507
"lei_48","article","tecnologia","conselho",11,0.502
"lei_48","article","instituicao","empresas",7,0.485
"lei_48","article","florian","interesse",8,0.482
"lei_48","article","opolis","interesse",8,0.482
"lei_48","article","inovacao","programa",13,0.482
"lei_48","article","inovacao","sistema",13,0.482
"lei_48","article","desenvolvimento","empresas",10,0.476
"lei_48","article","inovacao","florian",17,0.471
"lei_48","article","inovacao","opolis",17,0.471
"lei_48","article","conselho","sistema",7,0.468
"lei_48","article","inovacao","servicos",13,0.465
"lei_48","article","desenvolvimento","recursos",13,0.465
"lei_48","article","inovacao","empresas",12,0.462
"lei_48","article","inovacao","secretaria",12,0.462
"lei_48","article","tecnologia","instituicao",10,0.456
"lei_48","article","instituicao","servicos",7,0.452
"lei_48","article","inovacao","instituicao",13,0.451
"lei_48","article","florian","instituicao",9,0.45
"lei_48","article","opolis","instituicao",9,0.45
"lei_48","article","florian","atividades",8,0.444
"lei_48","article","opolis","atividades",8,0.444
"lei_48","article","florian","empresas",8,0.444
"lei_48","article","opolis","empresas",8,0.444
"lei_48","article","inovacao","arranjos",10,0.439
"lei_48","article","empresas","outros",5,0.439
"lei_48","article","tecnologia","florian",12,0.438
"lei_48","article","tecnologia","opolis",12,0.438
"lei_48","article","fundo","recursos",10,0.435
"lei_48","article","desenvolvimento","conselho",10,0.429
"lei_48","article","desenvolvimento","instituicao",10,0.429
"lei_48","article","desenvolvimento","atividades",9,0.428
"lei_48","article","projeto","financiamento",8,0.427
"lei_48","article","projeto","florian",11,0.423
"lei_48","article","projeto","opolis",11,0.423
"lei_48","article","inovacao","atividades",11,0.423
"lei_49","article","inovacao","tecnologia",39,0.888
"lei_49","article","instituicao","ensino",11,0.77
"lei_49","article","ciencia","tecnologica",13,0.743
"lei_49","article","ciencia","empreendedorismo",11,0.693
"lei_49","article","inovacao","desenvolvimento",25,0.689
"lei_49","article","desenvolvimento","ciencia",15,0.668
"lei_49","article","tecnologia","ciencia",18,0.663
"lei_49","article","tecnologica","base",9,0.658
"lei_49","article","financiamento","recursos",12,0.655
"lei_49","article","desenvolvimento","aracaju",18,0.655
"lei_49","article","tecnologia","tecnologica",17,0.644
"lei_49","article","ciencia","criativa",10,0.63
"lei_49","article","fmcti","recursos",10,0.63
"lei_49","article","empresas","base",10,0.629
"lei_49","article","desenvolvimento","servicos",14,0.624
"lei_49","article","tecnologia","desenvolvimento",21,0.62
"lei_49","article","inovacao","ciencia",18,0.619
"lei_49","article","ciencia","ensino",9,0.612
"lei_49","article","fmcti","fundo",9,0.612
"lei_49","article","empresas","instituicao",12,0.607
"lei_49","article","empresas","tecnologica",12,0.607
"lei_49","article","empresas","ensino",10,0.602
"lei_49","article","tecnologia","aracaju",20,0.601
"lei_49","article","desenvolvimento","ensino",11,0.6
"lei_49","article","empresas","servicos",12,0.59
"lei_49","article","aracaju","ciencia",13,0.59
"lei_49","article","inovacao","aracaju",21,0.59
"lei_49","article","tecnologica","criativa",9,0.583
"lei_49","article","tecnologica","empreendedorismo",9,0.583
"lei_49","article","ensino","entidades",7,0.583
"lei_49","article","inovacao","cmcti",16,0.566
"lei_49","article","inovacao","tecnologica",16,0.566
"lei_49","article","criativa","chisci",7,0.564
"lei_49","article","financiamento","projeto",12,0.562
"lei_49","article","aracaju","meio",12,0.56
"lei_49","article","instituicao","entidades",8,0.56
"lei_49","article","ciencia","servicos",10,0.556
"lei_49","article","desenvolvimento","meio",12,0.55
"lei_49","article","inovacao","empreendedorismo",14,0.546
"lei_49","article","tecnologia","criativa",13,0.543
"lei_49","article","tecnologia","empreendedorismo",13,0.543
"lei_49","article","financiamento","fmcti",11,0.529
"lei_49","article","tecnologia","empresas",16,0.521
"lei_49","article","inovacao","empresas",17,0.517
"lei_49","article","servicos","tecnologica",9,0.514
"lei_49","article","aracaju","empreendedorismo",10,0.514
"lei_49","article","desenvolvimento","empresas",13,0.512
"lei_49","article","instituicao","base",7,0.512
"lei_49","article","inovacao","criativa",13,0.507
"lei_49","article","desenvolvimento","empreendedorismo",10,0.505
"lei_49","article","desenvolvimento","instituicao",11,0.504
"lei_49","article","desenvolvimento","tecnologica",11,0.504
"lei_49","article","servicos","atividades",8,0.504
"lei_49","article","servicos","empreendedorismo",8,0.504
"lei_49","article","criativa","empreendedorismo",7,0.5
"lei_49","article","atividades","recursos",7,0.5
"lei_49","article","aracaju","servicos",11,0.499
"lei_49","article","inovacao","meio",14,0.495
"lei_49","article","tecnologia","cmcti",13,0.492
"lei_49","article","meio","ensino",7,0.49
"lei_49","article","empresas","incentivos",8,0.482
"lei_49","article","tecnologia","servicos",13,0.479
"lei_49","article","inovacao","financiamento",16,0.476
"lei_49","article","servicos","ensino",7,0.476
"lei_49","article","desenvolvimento","serem",9,0.472
"lei_49","article","tecnologia","chisci",10,0.471
"lei_49","article","meio","instituicao",8,0.471
"lei_49","article","instituicao","tecnologica",8,0.471
"lei_49","article","plano","chisci",6,0.467
"lei_49","article","aracaju","tecnologica",10,0.467
"lei_50","article","ambientes","programa",6,1
"lei_50","article","ambientes","sampa",6,1
"lei_50","article","programa","sampa",6,1
"lei_50","article","ambientes","sandbox",6,1
"lei_50","article","programa","sandbox",6,1
"lei_50","article","sampa","sandbox",6,1
"lei_50","article","inovacao","tecnologia",6,1
"lei_50","article","comite","gestor",5,1
"lei_50","article","bancos","ciencia",4,1
"lei_50","article","bancos","tecnologica",4,1
"lei_50","article","ciencia","tecnologica",4,1
"lei_50","article","bancos","testes",4,1
"lei_50","article","ciencia","testes",4,1
"lei_50","article","tecnologica","testes",4,1
"lei_50","article","ambito","empreendedorismo",3,1
"lei_50","article","ambito","modelo",3,1
"lei_50","article","empreendedorismo","modelo",3,1
"lei_50","article","inovacao","paulo",5,0.913
"lei_50","article","paulo","tecnologia",5,0.913
"lei_50","article","ambientes","experimentais",5,0.913
"lei_50","article","inovacao","experimentais",5,0.913
"lei_50","article","programa","experimentais",5,0.913
"lei_50","article","sampa","experimentais",5,0.913
"lei_50","article","sandbox","experimentais",5,0.913
"lei_50","article","tecnologia","experimentais",5,0.913
"lei_50","article","experimentais","bancos",4,0.894
"lei_50","article","experimentais","ciencia",4,0.894
"lei_50","article","paulo","instituicao",4,0.894
"lei_50","article","experimentais","instituicao",4,0.894
"lei_50","article","experimentais","projeto",4,0.894
"lei_50","article","experimentais","tecnologica",4,0.894
"lei_50","article","experimentais","testes",4,0.894
"lei_50","article","bancos","ambito",3,0.866
"lei_50","article","ciencia","ambito",3,0.866
"lei_50","article","instituicao","ambito",3,0.866
"lei_50","article","tecnologica","ambito",3,0.866
"lei_50","article","testes","ambito",3,0.866
"lei_50","article","bancos","empreendedorismo",3,0.866
"lei_50","article","ciencia","empreendedorismo",3,0.866
"lei_50","article","instituicao","empreendedorismo",3,0.866
"lei_50","article","tecnologica","empreendedorismo",3,0.866
"lei_50","article","testes","empreendedorismo",3,0.866
"lei_50","article","bancos","modelo",3,0.866
"lei_50","article","ciencia","modelo",3,0.866
"lei_50","article","instituicao","modelo",3,0.866
"lei_50","article","tecnologica","modelo",3,0.866
"lei_50","article","testes","modelo",3,0.866
"lei_50","article","projeto","urbana",3,0.866
"lei_50","article","ambientes","inovacao",5,0.833
"lei_50","article","inovacao","programa",5,0.833
"lei_50","article","inovacao","sampa",5,0.833
"lei_50","article","inovacao","sandbox",5,0.833
"lei_50","article","ambientes","tecnologia",5,0.833
"lei_50","article","programa","tecnologia",5,0.833
"lei_50","article","sampa","tecnologia",5,0.833
"lei_50","article","sandbox","tecnologia",5,0.833
"lei_50","article","ambientes","bancos",4,0.816
"lei_50","article","inovacao","bancos",4,0.816
"lei_50","article","programa","bancos",4,0.816
"lei_50","article","sampa","bancos",4,0.816
"lei_50","article","sandbox","bancos",4,0.816
"lei_50","article","tecnologia","bancos",4,0.816
"lei_50","article","ambientes","ciencia",4,0.816
"lei_50","article","inovacao","ciencia",4,0.816
"lei_50","article","programa","ciencia",4,0.816
"lei_50","article","sampa","ciencia",4,0.816
"lei_50","article","sandbox","ciencia",4,0.816
"lei_50","article","tecnologia","ciencia",4,0.816
"lei_50","article","ambientes","instituicao",4,0.816
"lei_50","article","inovacao","instituicao",4,0.816
"lei_51","article","trabalho","plano",10,0.953
"lei_51","article","desenvolvimento","inovacao",23,0.81
"lei_51","article","cumprimento","plano",8,0.8
"lei_51","article","cumprimento","trabalho",8,0.763
"lei_51","article","execucao","plano",10,0.745
"lei_51","article","projeto","execucao",16,0.74
"lei_51","article","execucao","trabalho",10,0.711
"lei_51","article","metas","plano",7,0.7
"lei_51","article","projeto","financiamento",13,0.681
"lei_51","article","execucao","cumprimento",9,0.671
"lei_51","article","trabalho","metas",7,0.667
"lei_51","article","projeto","concedente",15,0.658
"lei_51","article","resultados","metas",7,0.639
"lei_51","article","concedente","eletr",9,0.636
"lei_51","article","concedente","plano",9,0.636
"lei_51","article","projeto","objeto",14,0.63
"lei_51","article","recursos","financiamento",9,0.621
"lei_51","article","concedente","objeto",12,0.616
"lei_51","article","objeto","entidade",10,0.613
"lei_51","article","execucao","recursos",10,0.609
"lei_51","article","projeto","recursos",12,0.608
"lei_51","article","concedente","trabalho",9,0.607
"lei_51","article","cumprimento","metas",6,0.6
"lei_51","article","desenvolvimento","projeto",17,0.599
"lei_51","article","objeto","execucao",11,0.595
"lei_51","article","projeto","desde",10,0.591
"lei_51","article","projeto","trabalho",10,0.591
"lei_51","article","objeto","cumprimento",8,0.58
"lei_51","article","objeto","despesas",8,0.58
"lei_51","article","objeto","plano",8,0.58
"lei_51","article","concedente","execucao",11,0.58
"lei_51","article","recursos","convenio",7,0.572
"lei_51","article","financiamento","hipotese",8,0.571
"lei_51","article","projeto","meio",10,0.566
"lei_51","article","concedente","cumprimento",8,0.566
"lei_51","article","concedente","metas",8,0.566
"lei_51","article","projeto","cumprimento",9,0.558
"lei_51","article","inovacao","convenio",9,0.558
"lei_51","article","projeto","plano",9,0.558
"lei_51","article","inovacao","recursos",11,0.557
"lei_51","article","objeto","desde",8,0.553
"lei_51","article","objeto","trabalho",8,0.553
"lei_51","article","objeto","hipotese",9,0.552
"lei_51","article","desenvolvimento","execucao",13,0.55
"lei_51","article","resultados","cumprimento",6,0.548
"lei_51","article","recursos","trabalho",7,0.545
"lei_51","article","financiamento","entidades",7,0.54
"lei_51","article","entidade","meio",7,0.54
"lei_51","article","concedente","desde",8,0.539
"lei_51","article","inovacao","projeto",14,0.538
"lei_51","article","desenvolvimento","objeto",13,0.536
"lei_51","article","tecnologia","encomenda",8,0.528
"lei_51","article","projeto","entidade",10,0.524
"lei_51","article","projeto","hipotese",10,0.524
"lei_51","article","execucao","metas",7,0.522
"lei_51","article","concedente","recursos",9,0.52
"lei_51","article","desenvolvimento","convenio",9,0.511
"lei_51","article","desenvolvimento","recursos",11,0.51
"lei_51","article","projeto","instituicao",9,0.51
"lei_51","article","projeto","resultados",9,0.51
"lei_51","article","inovacao","execucao",11,0.508
"lei_51","article","objeto","metas",7,0.508
"lei_51","article","entidade","cumprimento",6,0.507
"lei_51","article","entidade","despesas",6,0.507
"lei_51","article","hipotese","despesas",6,0.507
"lei_51","article","entidade","processo",6,0.507
"lei_51","article","execucao","financiamento",8,0.504
"lei_51","article","entidade","hipotese",7,0.5
"lei_51","article","projeto","eletr",8,0.496
"lei_51","article","projeto","metas",8,0.496
"lei_52","article","desenvolvimento","economico",13,1
"lei_52","article","areas","cento",3,0.866
"lei_52","article","financiamento","programas",5,0.833
"lei_52","article","programas","projeto",5,0.833
"lei_52","article","programas","areas",4,0.816
"lei_52","article","membros","dois",4,0.756
"lei_52","article","inovacao","fundo",4,0.756
"lei_52","article","membros","presidente",4,0.756
"lei_52","article","empresas","execucao",3,0.75
"lei_52","article","empresas","incentivos",3,0.75
"lei_52","article","execucao","incentivos",3,0.75
"lei_52","article","dois","presidente",3,0.75
"lei_52","article","desenvolvimento","inovacao",7,0.734
"lei_52","article","economico","inovacao",7,0.734
"lei_52","article","projeto","administrativa",3,0.707
"lei_52","article","financiamento","bens",3,0.707
"lei_52","article","financiamento","cento",3,0.707
"lei_52","article","programas","cento",3,0.707
"lei_52","article","programas","cess",3,0.707
"lei_52","article","projeto","cess",3,0.707
"lei_52","article","desenvolvimento","financiamento",6,0.679
"lei_52","article","economico","financiamento",6,0.679
"lei_52","article","desenvolvimento","programas",6,0.679
"lei_52","article","economico","programas",6,0.679
"lei_52","article","desenvolvimento","projeto",6,0.679
"lei_52","article","economico","projeto",6,0.679
"lei_52","article","inovacao","palmas",4,0.676
"lei_52","article","membros","reuni",4,0.676
"lei_52","article","palmas","fundo",3,0.671
"lei_52","article","reuni","presidente",3,0.671
"lei_52","article","financiamento","projeto",4,0.667
"lei_52","article","bens","cento",2,0.667
"lei_52","article","membros","sociedade",3,0.655
"lei_52","article","inovacao","cess",3,0.655
"lei_52","article","desenvolvimento","palmas",5,0.62
"lei_52","article","economico","palmas",5,0.62
