"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"lei_19","article","tecnologia","apoio",12,0.629
"lei_19","article","desenvolvimento","atividades",11,0.629
"lei_19","article","desenvolvimento","tecnologica",11,0.629
"lei_19","article","projeto","entidades",7,0.624
"lei_19","article","tecnologia","empresas",10,0.62
"lei_19","article","tecnologia","recursos",13,0.618
"lei_19","article","inovacao","transferencia",12,0.618
"lei_19","article","inovacao","ciencia",11,0.616
"lei_19","article","transferencia","intelectual",7,0.614
"lei_19","article","recursos","desde",8,0.614
"lei_19","article","atividades","desde",8,0.614
"lei_19","article","atividades","empresas",8,0.614
"lei_19","article","recursos","financiamento",10,0.606
"lei_19","article","atividades","transferencia",9,0.605
"lei_20","article","grande","norte",36,1
"lei_20","article","aspx","diariooficial",26,1
"lei_20","article","aspx","dorn",26,1
"lei_20","article","diariooficial","dorn",26,1
"lei_20","article","tecnologia","inovacao",62,0.905
"lei_20","article","inovacao","desenvolvimento",57,0.864
"lei_20","article","tecnologia","desenvolvimento",55,0.828
"lei_20","article","tecnologico","ciencia",22,0.746
"lei_20","article","fundacao","apoio",23,0.667
"lei_20","article","inovacao","tecnologica",30,0.664
"lei_20","article","desenvolvimento","tecnologico",29,0.662
"lei_20","article","tecnologia","tecnologica",30,0.659
"lei_20","article","tecnologia","tecnologico",30,0.659
"lei_20","article","tecnologia","ciencia",29,0.648
"lei_20","article","inovacao","grande",32,0.647
"lei_20","article","inovacao","norte",32,0.647
"lei_20","article","empresas","tecnologica",19,0.644
"lei_20","article","atividades","tecnologica",23,0.64
"lei_20","article","desenvolvimento","atividades",33,0.629
"lei_20","article","atividades","entidades",21,0.628
"lei_20","article","desenvolvimento","grande",30,0.625
"lei_20","article","desenvolvimento","norte",30,0.625
"lei_20","article","tecnologia","grande",31,0.622
"lei_20","article","tecnologia","norte",31,0.622
"lei_20","article","inovacao","icti",35,0.619
"lei_20","article","inovacao","atividades",33,0.61
"lei_20","article","desenvolvimento","icti",33,0.602
"lei_20","article","icti","atividades",27,0.601
"lei_20","article","icti","empresas",22,0.596
"lei_20","article","projeto","estimulo",15,0.59
"lei_20","article","desenvolvimento","entidades",24,0.588
"lei_20","article","tecnologia","atividades",32,0.587
"lei_20","article","inovacao","empresas",26,0.585
"lei_20","article","inovacao","ciencia",26,0.585
"lei_20","article","inovacao","projeto",28,0.582
"lei_20","article","desenvolvimento","ciencia",25,0.58
"lei_20","article","tecnologia","icti",33,0.579
"lei_20","article","inovacao","tecnologico",26,0.576
"lei_20","article","atividades","projeto",22,0.575
"lei_20","article","desenvolvimento","economico",21,0.573
"lei_20","article","desenvolvimento","tecnologica",25,0.571
"lei_20","article","icti","estimulo",17,0.569
"lei_20","article","tecnologia","empresas",25,0.559
"lei_20","article","atividades","recursos",21,0.557
"lei_20","article","desenvolvimento","projeto",26,0.557
"lei_20","article","empresas","instituicao",14,0.554
"lei_20","article","tecnologia","economico",21,0.552
"lei_20","article","icti","projeto",22,0.55
"lei_20","article","inovacao","entidades",23,0.547
"lei_20","article","tecnologica","ciencia",16,0.542
"lei_20","article","desenvolvimento","aspx",22,0.539
"lei_20","article","desenvolvimento","diariooficial",22,0.539
"lei_20","article","desenvolvimento","dorn",22,0.539
"lei_20","article","atividades","empresas",19,0.538
"lei_20","article","projeto","apoio",18,0.537
"lei_20","article","tecnologica","entidades",15,0.537
"lei_20","article","desenvolvimento","empresas",23,0.534
"lei_20","article","recursos","execucao",14,0.532
"lei_20","article","inovacao","economico",20,0.529
"lei_20","article","fundacao","grande",19,0.528
"lei_20","article","fundacao","norte",19,0.528
"lei_20","article","inovacao","apoio",25,0.528
"lei_20","article","desenvolvimento","recursos",24,0.522
"lei_20","article","atividades","instituicao",16,0.52
"lei_20","article","apoio","instituicao",14,0.52
"lei_20","article","tecnologia","entidades",22,0.519
"lei_20","article","tecnologia","financiamento",22,0.519
"lei_20","article","apoio","estimulo",13,0.519
"lei_20","article","tecnologia","projeto",25,0.516
"lei_20","article","recursos","apoio",17,0.515
"lei_21","article","tecnologia","tecnologica",3,1
"lei_21","article","instituicao","apoio",2,1
"lei_21","article","instituicao","ciencia",2,1
"lei_21","article","apoio","ciencia",2,1
"lei_21","article","instituicao","fomento",2,1
"lei_21","article","apoio","fomento",2,1
"lei_21","article","ciencia","fomento",2,1
"lei_21","article","instituicao","icts",2,1
"lei_21","article","apoio","icts",2,1
"lei_21","article","ciencia","icts",2,1
"lei_21","article","fomento","icts",2,1
"lei_21","article","instituicao","inovacao",2,1
"lei_21","article","apoio","inovacao",2,1
"lei_21","article","ciencia","inovacao",2,1
"lei_21","article","fomento","inovacao",2,1
"lei_21","article","icts","inovacao",2,1
"lei_21","article","empresas","microempresas",2,1
"lei_21","article","empresas","pequeno",2,1
"lei_21","article","microempresas","pequeno",2,1
"lei_21","article","empresas","porte",2,1
"lei_21","article","microempresas","porte",2,1
"lei_21","article","pequeno","porte",2,1
"lei_21","article","onia","tecnologia",3,0.866
"lei_21","article","onia","tecnologica",3,0.866
"lei_21","article","instituicao","tecnologia",2,0.816
"lei_21","article","instituicao","tecnologica",2,0.816
"lei_21","article","tecnologia","apoio",2,0.816
"lei_21","article","tecnologica","apoio",2,0.816
"lei_21","article","tecnologia","ciencia",2,0.816
"lei_21","article","tecnologica","ciencia",2,0.816
"lei_21","article","tecnologia","empresas",2,0.816
"lei_21","article","tecnologica","empresas",2,0.816
"lei_21","article","tecnologia","fomento",2,0.816
"lei_21","article","tecnologica","fomento",2,0.816
"lei_21","article","tecnologia","icts",2,0.816
"lei_21","article","tecnologica","icts",2,0.816
"lei_21","article","tecnologia","inovacao",2,0.816
"lei_21","article","tecnologica","inovacao",2,0.816
"lei_21","article","tecnologia","microempresas",2,0.816
"lei_21","article","tecnologica","microempresas",2,0.816
"lei_21","article","tecnologia","pequeno",2,0.816
"lei_21","article","tecnologica","pequeno",2,0.816
"lei_21","article","tecnologia","porte",2,0.816
"lei_21","article","tecnologica","porte",2,0.816
"lei_21","article","onia","instituicao",2,0.707
"lei_21","article","onia","apoio",2,0.707
"lei_21","article","onia","ciencia",2,0.707
"lei_21","article","onia","empresas",2,0.707
"lei_21","article","onia","fomento",2,0.707
"lei_21","article","onia","governo",2,0.707
"lei_21","article","onia","icts",2,0.707
"lei_21","article","onia","inovacao",2,0.707
"lei_21","article","onia","microempresas",2,0.707
"lei_21","article","onia","pequeno",2,0.707
"lei_21","article","onia","porte",2,0.707
"lei_21","article","onia","processo",2,0.707
"lei_21","article","onia","vice",2,0.707
"lei_21","article","instituicao","empresas",1,0.5
"lei_21","article","apoio","empresas",1,0.5
"lei_21","article","ciencia","empresas",1,0.5
"lei_21","article","empresas","fomento",1,0.5
"lei_21","article","instituicao","governo",1,0.5
"lei_21","article","apoio","governo",1,0.5
"lei_21","article","ciencia","governo",1,0.5
"lei_21","article","empresas","governo",1,0.5
"lei_21","article","fomento","governo",1,0.5
"lei_21","article","empresas","icts",1,0.5
"lei_21","article","governo","icts",1,0.5
"lei_21","article","empresas","inovacao",1,0.5
"lei_21","article","governo","inovacao",1,0.5
"lei_22","article","inovacao","tecnologia",40,0.825
"lei_22","article","tecnologia","tecnologica",28,0.764
"lei_22","article","inovacao","desenvolvimento",33,0.711
"lei_22","article","fomento","icts",12,0.706
"lei_22","article","tecnologia","desenvolvimento",31,0.675
"lei_22","article","atividades","apoio",10,0.636
"lei_22","article","financiamento","icts",12,0.635
"lei_22","article","icts","entidades",9,0.63
"lei_22","article","tecnologia","ciencia",19,0.629
"lei_22","article","inovacao","tecnologica",23,0.621
"lei_22","article","ciencia","tecnologico",10,0.613
"lei_22","article","atividades","recursos",11,0.612
"lei_22","article","tecnologica","ciencia",14,0.607
"lei_22","article","recursos","apoio",9,0.605
"lei_22","article","desenvolvimento","tecnologica",21,0.598
"lei_22","article","processos","inovadores",8,0.593
"lei_22","article","processos","transferencia",8,0.593
"lei_22","article","icts","recursos",10,0.588
"lei_22","article","financiamento","instrumentos",10,0.583
"lei_22","article","projeto","instrumentos",10,0.583
"lei_22","article","financiamento","recursos",11,0.582
"lei_22","article","atividades","instituicao",9,0.573
"lei_22","article","processos","servicos",8,0.571
"lei_22","article","desenvolvimento","tecnologico",14,0.564
"lei_22","article","recursos","entidades",8,0.56
"lei_22","article","inovacao","ciencia",17,0.557
"lei_22","article","atividades","fomento",10,0.556
"lei_22","article","empresas","fomento",11,0.556
"lei_22","article","empresas","icts",11,0.556
"lei_22","article","desenvolvimento","ciencia",16,0.553
"lei_22","article","atividades","servicos",9,0.552
"lei_22","article","empresas","financiamento",12,0.546
"lei_22","article","desenvolvimento","inovadores",13,0.544
"lei_22","article","tecnologia","empresas",18,0.542
"lei_22","article","tecnologia","tecnologico",14,0.54
"lei_22","article","estimulo","inovadores",7,0.538
"lei_22","article","icts","apoio",8,0.538
"lei_22","article","fomento","estaduais",8,0.538
"lei_22","article","icts","estaduais",8,0.538
"lei_22","article","inovacao","empresas",18,0.536
"lei_22","article","projeto","recursos",10,0.529
"lei_22","article","desenvolvimento","projeto",16,0.526
"lei_22","article","empresas","estimulo",9,0.52
"lei_22","article","empresas","inovadores",9,0.52
"lei_22","article","tecnologia","transferencia",13,0.52
"lei_22","article","tecnologica","atividades",12,0.52
"lei_22","article","inovacao","icts",15,0.52
"lei_22","article","icts","instrumentos",8,0.519
"lei_22","article","tecnologica","empresas",13,0.512
"lei_22","article","tecnologica","servicos",10,0.505
"lei_22","article","tecnologia","financiamento",16,0.504
"lei_22","article","financiamento","entidades",8,0.504
"lei_22","article","desenvolvimento","visando",12,0.502
"lei_22","article","empresas","processos",9,0.502
"lei_22","article","atividades","icts",9,0.501
"lei_22","article","execucao","atividades",10,0.501
"lei_22","article","projeto","atividades",10,0.501
"lei_22","article","empresas","projeto",11,0.501
"lei_22","article","inovacao","projeto",16,0.499
"lei_22","article","inovacao","instrumentos",13,0.496
"lei_22","article","inovacao","processos",13,0.496
"lei_22","article","inovacao","tecnologico",13,0.496
"lei_22","article","atividades","processos",8,0.491
"lei_22","article","fomento","entidades",7,0.49
"lei_22","article","inovacao","recursos",14,0.485
"lei_22","article","desenvolvimento","atividades",14,0.484
"lei_22","article","financiamento","apoio",8,0.484
"lei_22","article","projeto","apoio",8,0.484
"lei_22","article","financiamento","estimulo",8,0.484
"lei_22","article","desenvolvimento","processos",12,0.483
"lei_23","article","catarina","santa",14,1
"lei_23","article","intelectual","propriedade",7,0.935
"lei_23","article","tecnologia","inovacao",19,0.85
"lei_23","article","tecnologia","tecnologica",17,0.825
"lei_23","article","tecnologica","ciencia",11,0.77
"lei_23","article","inovacao","tecnologica",14,0.759
"lei_23","article","desenvolvimento","instituicao",11,0.759
"lei_23","article","tecnologia","desenvolvimento",14,0.723
"lei_23","article","inovacao","instituicao",12,0.717
"lei_23","article","instituicao","apoio",7,0.707
"lei_23","article","tecnologia","instituicao",13,0.695
"lei_23","article","tecnologia","ciencia",12,0.693
"lei_23","article","desenvolvimento","projeto",7,0.683
"lei_23","article","desenvolvimento","ciencia",9,0.671
"lei_23","article","intelectual","direito",5,0.668
"lei_23","article","recursos","financiamento",4,0.667
"lei_23","article","inovacao","catarina",11,0.657
"lei_23","article","inovacao","santa",11,0.657
"lei_23","article","ciencia","produtivo",6,0.655
"lei_23","article","desenvolvimento","atividades",8,0.653
"lei_23","article","inovacao","ciencia",10,0.645
"lei_23","article","inovacao","desenvolvimento",11,0.635
"lei_23","article","intelectual","contrato",4,0.632
"lei_23","article","tecnologica","desenvolvimento",10,0.626
"lei_23","article","inovacao","empresas",10,0.62
"lei_23","article","instituicao","ciencia",8,0.617
"lei_23","article","direito","resultados",4,0.617
"lei_23","article","projeto","resultados",4,0.617
"lei_23","article","instituicao","projeto",6,0.606
"lei_23","article","instituicao","servicos",6,0.606
"lei_23","article","atividades","projeto",5,0.598
"lei_23","article","atividades","servicos",5,0.598
"lei_23","article","catarina","empresas",8,0.593
"lei_23","article","santa","empresas",8,0.593
"lei_23","article","instituicao","atividades",7,0.592
"lei_23","article","inovacao","apoio",7,0.592
"lei_23","article","inovacao","produtivo",7,0.592
"lei_23","article","tecnologia","catarina",11,0.588
"lei_23","article","tecnologia","santa",11,0.588
"lei_23","article","desenvolvimento","apoio",6,0.586
"lei_23","article","desenvolvimento","estimulo",6,0.586
"lei_23","article","tecnologica","instituicao",9,0.583
"lei_23","article","intelectual","financiamento",4,0.577
"lei_23","article","intelectual","resultados",4,0.577
"lei_23","article","desenvolvimento","conciti",5,0.577
"lei_23","article","estimulo","projeto",4,0.571
"lei_23","article","direito","propriedade",4,0.571
"lei_23","article","projeto","servicos",4,0.571
"lei_23","article","tecnologia","atividades",9,0.569
"lei_23","article","tecnologia","empresas",10,0.555
"lei_23","article","tecnologica","estimulo",6,0.55
"lei_23","article","tecnologica","produtivo",6,0.55
"lei_23","article","tecnologica","projeto",6,0.55
"lei_23","article","ciencia","atividades",6,0.548
"lei_23","article","empresa","conciti",3,0.548
"lei_23","article","ciencia","apoio",5,0.546
"lei_23","article","catarina","ciencia",7,0.54
"lei_23","article","santa","ciencia",7,0.54
"lei_23","article","tecnologica","atividades",7,0.537
"lei_23","article","tecnologia","apoio",7,0.529
"lei_23","article","tecnologia","produtivo",7,0.529
"lei_23","article","tecnologia","projeto",7,0.529
"lei_23","article","empresas","atividades",6,0.526
"lei_23","article","empresas","projeto",5,0.524
"lei_23","article","tecnologica","catarina",8,0.519
"lei_23","article","tecnologica","santa",8,0.519
"lei_23","article","atividades","resultados",4,0.516
"lei_23","article","inovacao","estimulo",6,0.507
"lei_23","article","inovacao","projeto",6,0.507
"lei_23","article","inovacao","servicos",6,0.507
"lei_24","article","assembl","legislativa",23,1
"lei_24","article","tecnologia","tecnologica",29,0.898
"lei_24","article","tecnologica","inovacao",24,0.858
"lei_24","article","sergipe","assembl",23,0.848
"lei_24","article","sergipe","legislativa",23,0.848
"lei_24","article","tecnologia","inovacao",26,0.834
"lei_24","article","tecnologia","sergipe",28,0.825
"lei_24","article","sergipe","tecnologica",25,0.821
"lei_24","article","sergipe","inovacao",22,0.748
"lei_24","article","tecnologia","desenvolvimento",21,0.714
"lei_24","article","tecnologica","assembl",18,0.697
"lei_24","article","tecnologica","legislativa",18,0.697
"lei_24","article","tecnologia","assembl",20,0.695
"lei_24","article","tecnologia","legislativa",20,0.695
"lei_24","article","sergipe","empresas",17,0.689
"lei_24","article","sergipe","desenvolvimento",19,0.686
"lei_24","article","tecnologica","desenvolvimento",18,0.682
"lei_24","article","tecnologica","ciencia",12,0.643
"lei_24","article","atividades","instituicao",9,0.643
"lei_24","article","ictese","instituicao",11,0.642
"lei_24","article","tecnologica","empresas",15,0.639
"lei_24","article","inovacao","desenvolvimento",16,0.629
"lei_24","article","desenvolvimento","projeto",11,0.623
"lei_24","article","sergipe","atividades",13,0.614
"lei_24","article","assembl","atividades",11,0.613
"lei_24","article","legislativa","atividades",11,0.613
"lei_24","article","sergipe","ciencia",12,0.612
"lei_24","article","tecnologia","empresas",16,0.612
"lei_24","article","inovacao","ciencia",11,0.611
"lei_24","article","desenvolvimento","deve",14,0.609
"lei_24","article","base","apoio",7,0.609
"lei_24","article","inovacao","assembl",15,0.602
"lei_24","article","inovacao","legislativa",15,0.602
"lei_24","article","devem","financiamento",9,0.601
"lei_24","article","desenvolvimento","assembl",14,0.596
"lei_24","article","desenvolvimento","legislativa",14,0.596
"lei_24","article","tecnologica","atividades",12,0.596
"lei_24","article","assembl","ictese",13,0.592
"lei_24","article","legislativa","ictese",13,0.592
"lei_24","article","tecnologica","base",11,0.59
"lei_24","article","sergipe","apoio",11,0.586
"lei_24","article","tecnologia","ictese",16,0.582
"lei_24","article","tecnologia","ciencia",12,0.577
"lei_24","article","tecnologia","deve",16,0.569
"lei_24","article","sergipe","instituicao",12,0.567
"lei_24","article","inovacao","instituicao",11,0.566
"lei_24","article","atividades","apoio",7,0.564
"lei_24","article","atividades","direito",7,0.564
"lei_24","article","desenvolvimento","empresas",12,0.562
"lei_24","article","sergipe","base",11,0.561
"lei_24","article","assembl","instituicao",10,0.557
"lei_24","article","legislativa","instituicao",10,0.557
"lei_24","article","deve","pode",9,0.554
"lei_24","article","inovacao","ictese",13,0.546
"lei_24","article","tecnologica","instituicao",11,0.546
"lei_24","article","desenvolvimento","atividades",10,0.546
"lei_24","article","assembl","ciencia",9,0.542
"lei_24","article","legislativa","ciencia",9,0.542
"lei_24","article","sergipe","ictese",14,0.54
"lei_24","article","atividades","ciencia",7,0.54
"lei_24","article","instituicao","ciencia",7,0.54
"lei_24","article","desenvolvimento","ictese",12,0.535
"lei_24","article","tecnologia","atividades",12,0.535
"lei_24","article","tecnologia","instituicao",12,0.535
"lei_24","article","inovacao","deve",13,0.533
"lei_24","article","inovacao","empresas",12,0.53
"lei_24","article","empresas","base",8,0.53
"lei_24","article","tecnologia","base",11,0.529
"lei_24","article","tecnologica","ictese",13,0.527
"lei_24","article","assembl","empresas",11,0.526
"lei_25","article","tecnologicos","parques",7,0.935
"lei_25","article","paulista","sistema",7,0.935
"lei_25","article","tecnologica","inovacao",26,0.929
"lei_25","article","tecnologia","tecnologica",29,0.874
"lei_25","article","produtivo","ambiente",6,0.866
"lei_25","article","tecnologia","inovacao",27,0.843
"lei_25","article","parques","incubadoras",5,0.772
"lei_25","article","tecnologicos","incubadoras",5,0.722
"lei_25","article","parques","sistema",5,0.714
"lei_25","article","tecnologico","ciencia",8,0.676
"lei_25","article","paulista","parques",5,0.668
"lei_25","article","tecnologicos","sistema",5,0.668
"lei_25","article","ambiente","engenharia",4,0.667
"lei_25","article","tecnologia","desenvolvimento",20,0.662
"lei_25","article","tecnologico","incubadoras",6,0.655
"lei_25","article","ciencia","engenharia",5,0.645
"lei_25","article","paulista","tecnologicos",5,0.625
"lei_25","article","tecnologia","tecnologico",14,0.607
"lei_25","article","empresas","direta",6,0.606
"lei_25","article","tecnologico","parques",6,0.606
"lei_25","article","desenvolvimento","tecnologico",11,0.6
"lei_25","article","desenvolvimento","ciencia",9,0.581
"lei_25","article","produtivo","engenharia",4,0.577
"lei_25","article","paulista","incubadoras",4,0.577
"lei_25","article","tecnologico","tecnologicos",6,0.567
"lei_25","article","ciencia","produtivo",5,0.559
"lei_25","article","tecnologica","empresas",11,0.546
"lei_25","article","tecnologica","tecnologico",11,0.546
"lei_25","article","tecnologico","engenharia",5,0.546
"lei_25","article","empresas","incubadoras",5,0.546
"lei_25","article","inovacao","produtivo",8,0.544
"lei_25","article","tecnologicos","social",4,0.535
"lei_25","article","tecnologica","desenvolvimento",14,0.531
"lei_25","article","tecnologica","produtivo",8,0.525
"lei_25","article","tecnologia","empresas",12,0.52
"lei_25","article","ciencia","ambiente",4,0.516
"lei_25","article","inovacao","desenvolvimento",13,0.511
"lei_25","article","desenvolvimento","projeto",7,0.505
"lei_25","article","tecnologico","paulista",5,0.472
"lei_25","article","tecnologico","produtivo",5,0.472
"lei_25","article","empresas","tecnologicos",5,0.472
"lei_25","article","inovacao","ambiente",6,0.471
"lei_25","article","tecnologica","ciencia",8,0.47
"lei_25","article","sistema","incubadoras",3,0.463
"lei_25","article","social","incubadoras",3,0.463
"lei_25","article","tecnologia","ciencia",9,0.462
"lei_25","article","tecnologica","processo",7,0.46
"lei_25","article","tecnologia","paulista",8,0.459
"lei_25","article","tecnologia","processo",8,0.459
"lei_25","article","tecnologia","produtivo",8,0.459
"lei_25","article","tecnologia","tecnologicos",8,0.459
"lei_25","article","tecnologica","ambiente",6,0.455
"lei_25","article","tecnologica","incubadoras",6,0.455
"lei_25","article","inventor","prazo",2,0.447
"lei_25","article","tecnologico","ambiente",4,0.436
"lei_25","article","empresas","atividades",4,0.436
"lei_25","article","desenvolvimento","paulista",6,0.433
"lei_25","article","desenvolvimento","produtivo",6,0.433
"lei_25","article","tecnologia","parques",7,0.429
"lei_25","article","tecnologia","sistema",7,0.429
"lei_25","article","empresas","tecnologico",6,0.429
"lei_25","article","direta","social",3,0.429
"lei_25","article","parques","social",3,0.429
"lei_25","article","inovacao","ciencia",7,0.426
"lei_25","article","ciencia","cargo",3,0.424
"lei_25","article","tecnologica","direta",6,0.421
"lei_25","article","tecnologica","social",6,0.421
"lei_25","article","desenvolvimento","engenharia",5,0.417
"lei_25","article","inovacao","empresas",8,0.411
"lei_25","article","inovacao","tecnologico",8,0.411
"lei_26","article","intelectual","propriedade",6,0.926
"lei_26","article","inovacao","tecnologica",14,0.825
"lei_26","article","tecnologia","tecnologica",16,0.816
"lei_26","article","ciencia","tocantins",7,0.778
"lei_26","article","transferencia","licenciamento",5,0.772
"lei_26","article","tecnologia","inovacao",16,0.77
"lei_26","article","pode","prazo",6,0.75
"lei_26","article","desenvolvimento","projeto",10,0.725
"lei_26","article","desenvolvimento","inovacao",13,0.703
"lei_26","article","tecnologia","desenvolvimento",15,0.702
"lei_26","article","desenvolvimento","tecnologica",12,0.688
"lei_26","article","atividades","tecnologica",11,0.688
"lei_26","article","financiamento","recursos",5,0.68
"lei_26","article","tecnologica","ciencia",8,0.667
"lei_26","article","inovacao","atividades",11,0.648
"lei_26","article","direito","contrato",5,0.645
"lei_26","article","direito","recursos",5,0.645
"lei_26","article","tecnologica","projeto",8,0.632
"lei_26","article","projeto","ciencia",6,0.632
"lei_26","article","direito","financiamento",6,0.632
"lei_26","article","desenvolvimento","atividades",11,0.631
"lei_26","article","inovacao","ciencia",8,0.629
"lei_26","article","inovacao","tocantins",8,0.629
"lei_26","article","instituicao","apoio",5,0.615
"lei_26","article","instituicao","militar",5,0.615
"lei_26","article","tecnologia","atividades",12,0.612
"lei_26","article","atividades","militar",6,0.612
"lei_26","article","tecnologia","ciencia",9,0.612
"lei_26","article","tecnologia","tocantins",9,0.612
"lei_26","article","atividades","instituicao",8,0.603
"lei_26","article","atividades","ciencia",7,0.583
"lei_26","article","atividades","tocantins",7,0.583
"lei_26","article","tecnologica","tocantins",7,0.583
"lei_26","article","tecnologia","projeto",9,0.581
"lei_26","article","prazo","contrato",4,0.577
"lei_26","article","inovacao","estimulo",6,0.577
"lei_26","article","instituicao","projeto",6,0.572
"lei_26","article","empresas","financiamento",5,0.556
"lei_26","article","tecnologia","instituicao",9,0.554
"lei_26","article","atividades","projeto",7,0.553
"lei_26","article","desenvolvimento","instituicao",8,0.553
"lei_26","article","tecnologia","empresas",8,0.544
"lei_26","article","ciencia","apoio",4,0.544
"lei_26","article","financiamento","contrato",4,0.544
"lei_26","article","empresas","fomento",4,0.544
"lei_26","article","ciencia","militar",4,0.544
"lei_26","article","tecnologia","transferencia",7,0.54
"lei_26","article","desenvolvimento","ciencia",7,0.535
"lei_26","article","desenvolvimento","tocantins",7,0.535
"lei_26","article","projeto","tocantins",5,0.527
"lei_26","article","inovacao","projeto",7,0.522
"lei_26","article","desenvolvimento","intelectual",6,0.52
"lei_26","article","tecnologia","direito",8,0.516
"lei_26","article","direito","licenciamento",4,0.516
"lei_26","article","projeto","militar",4,0.516
"lei_26","article","atividades","apoio",5,0.51
"lei_26","article","tecnologica","apoio",5,0.51
"lei_26","article","tecnologica","facultado",5,0.51
"lei_26","article","tecnologia","pode",7,0.505
"lei_26","article","financiamento","intelectual",4,0.504
"lei_26","article","instituicao","ciencia",5,0.503
"lei_26","article","instituicao","tocantins",5,0.503
"lei_26","article","tecnologica","empresas",6,0.5
"lei_26","article","apoio","fomento",3,0.5
"lei_26","article","estimulo","fomento",3,0.5
"lei_26","article","apoio","militar",3,0.5
"lei_26","article","facultado","militar",3,0.5
"lei_26","article","estimulo","propriedade",3,0.5
"lei_26","article","licenciamento","propriedade",3,0.5
"lei_26","article","apoio","recursos",3,0.5
"lei_27","article","medida","provisoria",102,0.986
"lei_27","article","pessoa","juridica",88,0.962
"lei_27","article","contribuicao","cofins",61,0.934
"lei_27","article","provisoria","incluido",61,0.684
"lei_27","article","medida","incluido",61,0.674
"lei_27","article","bens","servicos",24,0.616
"lei_27","article","cofins","alquotas",27,0.611
"lei_27","article","provisoria","encerrada",38,0.602
"lei_27","article","incluido","encerrada",33,0.598
"lei_27","article","medida","encerrada",38,0.594
"lei_27","article","contribuicao","alquotas",27,0.57
"lei_27","article","receita","venda",31,0.567
"lei_27","article","medida","revogado",42,0.558
"lei_27","article","provisoria","revogado",41,0.552
"lei_27","article","cento","venda",27,0.502
"lei_27","article","venda","servicos",20,0.485
"lei_27","article","receita","cento",30,0.469
"lei_27","article","pessoa","receita",35,0.448
"lei_27","article","juridica","receita",34,0.447
"lei_27","article","incluido","revogado",29,0.447
"lei_27","article","venda","bens",19,0.438
"lei_27","article","cofins","venda",23,0.434
"lei_27","article","pessoa","venda",28,0.426
"lei_27","article","juridica","venda",27,0.422
"lei_27","article","juridica","servicos",24,0.418
"lei_27","article","contribuicao","venda",23,0.405
"lei_27","article","cento","alquotas",18,0.401
"lei_27","article","pessoa","contribuies",27,0.394
"lei_27","article","provisoria","receita",32,0.393
"lei_27","article","contribuicao","cento",26,0.392
"lei_27","article","pessoa","servicos",23,0.39
"lei_27","article","juridica","contribuies",26,0.39
"lei_27","article","medida","receita",32,0.387
"lei_27","article","cento","cofins",24,0.387
"lei_27","article","pessoa","bens",24,0.387
"lei_27","article","juridica","contribuicao",30,0.38
"lei_27","article","cofins","aplica",20,0.374
"lei_27","article","revogado","encerrada",17,0.37
"lei_27","article","pessoa","contribuicao",30,0.37
"lei_27","article","vide","vigorar",12,0.368
"lei_27","article","receita","servicos",18,0.367
"lei_27","article","contribuicao","aplica",21,0.366
"lei_27","article","juridica","bens",22,0.364
"lei_27","article","pessoa","cento",28,0.364
"lei_27","article","provisoria","cento",29,0.362
"lei_27","article","regulamento","receita",24,0.361
"lei_27","article","aplica","produtos",16,0.36
"lei_27","article","medida","cento",29,0.357
"lei_27","article","cento","servicos",17,0.352
"lei_27","article","vide","cofins",23,0.349
"lei_27","article","juridica","cento",26,0.347
"lei_27","article","regulamento","valor",18,0.341
"lei_27","article","juridica","cofins",25,0.339
"lei_27","article","venda","alquotas",13,0.339
"lei_27","article","pessoa","valor",21,0.338
"lei_27","article","medida","vide",29,0.336
"lei_27","article","receita","contribuies",19,0.333
"lei_27","article","pessoa","cofins",25,0.33
"lei_27","article","receita","bens",17,0.329
"lei_27","article","vide","contribuicao",23,0.326
"lei_27","article","incluido","receita",23,0.323
"lei_27","article","vide","revogado",20,0.323
"lei_27","article","aplica","venda",15,0.323
"lei_27","article","venda","caso",13,0.319
"lei_27","article","provisoria","vide",27,0.317
"lei_27","article","cento","valor",16,0.315
"lei_27","article","cento","bens",16,0.315
"lei_27","article","incluido","aplica",19,0.314
"lei_27","article","partir","valor",13,0.313
"lei_27","article","pessoa","regulamento",25,0.313
"lei_28","article","inovacao","tecnologia",31,0.874
"lei_28","article","inovacao","desenvolvimento",27,0.797
"lei_28","article","inovacao","projeto",20,0.717
"lei_28","article","desenvolvimento","projeto",18,0.705
"lei_28","article","tecnologia","desenvolvimento",22,0.678
"lei_28","article","recursos","transferencia",10,0.668
"lei_28","article","desde","financiamento",7,0.667
"lei_28","article","fomento","unio",7,0.647
"lei_28","article","tecnologia","empresas",16,0.647
"lei_28","article","tecnologia","transferencia",14,0.642
"lei_28","article","inovacao","atividades",17,0.641
"lei_28","article","tecnologia","projeto",17,0.636
"lei_28","article","atividades","icts",11,0.631
"lei_28","article","atividades","recursos",11,0.631
"lei_28","article","empresas","unio",8,0.629
"lei_28","article","inovacao","empresas",16,0.62
"lei_28","article","atividades","apoio",10,0.613
"lei_28","article","recursos","entidades",8,0.603
"lei_28","article","recursos","apoio",9,0.601
"lei_28","article","icts","transferencia",9,0.601
"lei_28","article","tecnologia","cincia",12,0.594
"lei_28","article","desenvolvimento","empresas",14,0.593
"lei_28","article","transferencia","criao",7,0.592
